,StartPos,StartDate,StartTime,EntryPrice,EndPos,EndDate,EndTime,ClosePrice,Slpg,Profit
0,short,2000-01-04,09:55,161.65,end short,2000-01-18,11:20,171.72540000000004,70,-4301.668000000012
1,long,2000-01-18,11:35,171.9,end long,2000-03-31,14:30,185.5,70,5641.999999999997
2,long,2000-04-20,09:55,194.4,end long,2000-06-30,14:30,211.45000000000002,70,7091.000000000005
3,short,2000-08-01,10:15,201.85,end short,2000-08-21,09:55,217.5943,70,-6682.606000000004
4,long,2000-08-21,10:00,218.45,end long,2000-09-29,14:30,219.85000000000002,70,518.0000000000143
5,long,2000-10-10,09:55,225.3,end long,2000-11-06,09:55,219.49620000000002,70,-2507.595999999998
6,short,2000-11-06,10:00,218.1,end short,2000-11-15,09:55,234.6756,70,-7031.752000000004
7,long,2000-11-20,09:55,238.49999999999997,end long,2000-12-14,11:15,220.69740000000002,70,-7547.091999999981
8,short,2000-12-14,11:20,219.49999999999997,end short,2000-12-29,14:30,224.45,70,-2149.0000000000073
9,short,2001-01-09,13:10,216.0,end short,2001-03-30,14:30,214.04999999999998,70,749.0000000000072
10,long,2001-04-12,10:05,225.05,end long,2001-06-29,14:30,216.55,70,-3640.0
11,short,2001-09-24,11:35,207.24999999999997,end short,2001-09-28,13:45,209.3,70,-931.0000000000167
12,short,2001-10-18,10:15,202.95000000000002,end short,2001-12-31,14:30,195.70000000000002,70,2975.0
13,long,2002-08-27,10:20,213.15,end long,2002-09-30,14:30,215.79999999999998,70,1042.9999999999905
14,long,2002-10-01,10:30,217.4,end long,2002-12-31,14:30,222.25,70,1966.9999999999977
15,long,2003-01-23,10:10,228.14999999999998,end long,2003-03-18,10:10,235.47635000000002,70,3007.06700000002
16,short,2003-03-18,11:15,234.45,end short,2003-03-31,14:30,227.75,70,2743.9999999999955
17,long,2003-11-19,10:40,244.05,end long,2003-12-31,13:00,243.2,70,-427.00000000000955
18,long,2004-01-06,09:10,250.45000000000002,end long,2004-02-04,12:35,242.40359999999998,70,-3449.4880000000144
19,long,2004-05-05,13:55,256.1,end long,2004-06-30,14:30,256.8,70,223.99999999999523
20,long,2004-07-01,11:25,262.40000000000003,end long,2004-09-30,14:30,290.0,70,11521.999999999985
21,long,2004-10-01,14:00,291.2,end long,2004-11-05,10:55,286.90200000000004,70,-1875.159999999977
22,long,2005-03-16,10:45,313.8,end long,2005-03-31,14:30,317.2,70,1357.9999999999905
23,long,2005-04-01,10:35,319.4,end long,2005-04-18,12:50,298.9080000000001,70,-8676.63999999996
24,long,2005-07-01,11:50,326.25,end long,2005-07-18,10:15,315.96655,70,-4389.049000000006
25,long,2005-08-10,13:40,334.05,end long,2005-09-07,12:05,347.88045,70,5738.788999999993
26,short,2005-12-27,11:15,296.85,end short,2005-12-30,13:00,307.6,70,-4585.0
27,short,2006-02-07,14:20,295.54999999999995,end short,2006-03-15,11:05,308.3278,70,-5436.6760000000295
28,long,2006-04-10,14:15,319.25,end long,2006-06-30,14:30,320.56,70,480.20000000000095
29,short,2006-08-14,10:20,308.04999999999995,end short,2006-09-29,14:30,274.52,70,14012.599999999988
30,short,2006-10-03,09:55,266.76,end short,2006-10-05,09:05,267.95624,70,-572.4207999999953
31,short,2006-10-30,14:00,262.65999999999997,end short,2006-11-03,11:50,263.06503999999995,70,-240.11679999999387
32,short,2006-12-26,10:35,258.0,end short,2006-12-29,14:30,251.84000000000003,70,2517.1999999999866
33,short,2007-01-02,11:35,249.86,end short,2007-01-08,09:05,245.71737,70,1669.9046000000108
34,short,2007-01-09,09:05,239.93,end short,2007-01-09,12:40,243.41894999999997,70,-1535.358999999983
35,short,2007-01-10,10:55,239.29,end short,2007-01-19,10:05,236.69657999999995,70,1019.2364000000157
36,long,2007-04-12,14:30,276.79,end long,2007-04-16,11:10,272.80629,70,-1743.1582000000128
37,long,2007-05-17,13:15,278.57,end long,2007-05-23,10:40,276.13188,70,-1094.0103999999872
38,long,2007-06-04,10:15,281.94,end long,2007-06-08,09:05,279.20241,70,-1219.7878000000048
39,long,2007-06-14,10:00,284.85999999999996,end long,2007-06-25,09:05,286.51086,70,623.3612000000096
40,long,2007-07-04,14:15,292.52,end long,2007-09-28,14:30,301.86,70,3852.8000000000134
41,long,2007-10-15,09:45,307.76,end long,2007-12-31,14:30,341.34000000000003,70,14033.600000000017
42,long,2008-01-02,11:30,349.16,end long,2008-01-22,09:05,323.23416,70,-10958.85280000002
43,short,2008-02-07,09:05,318.01,end short,2008-02-14,10:55,343.13279,70,-10621.571800000003
44,long,2008-02-19,09:15,351.48,end long,2008-03-25,09:40,369.5973,70,7539.266
45,long,2008-04-09,10:35,403.73,end long,2008-06-04,10:55,444.40206,70,17012.265199999994
46,long,2008-07-02,12:00,492.03000000000003,end long,2008-07-22,10:05,450.93248000000006,70,-17330.95839999999
47,short,2008-08-08,09:55,395.0,end short,2008-09-22,12:55,382.6498199999999,70,5117.075600000034
48,short,2008-10-03,09:15,343.67,end short,2008-11-04,12:20,294.67900000000003,70,20506.219999999994
49,short,2008-11-12,09:05,265.86,end short,2008-12-31,14:00,213.29000000000002,70,22009.399999999998
50,short,2009-02-17,09:55,192.82999999999998,end short,2009-03-19,09:05,204.60000000000002,70,-5013.400000000016
51,long,2009-05-20,14:30,223.63,end long,2009-06-30,14:30,241.7,70,7519.399999999997
52,long,2009-08-05,14:20,255.47,end long,2009-09-02,09:05,231.50699999999998,70,-10134.46000000001
53,short,2009-09-24,10:10,227.11,end short,2009-09-30,14:30,237.34000000000003,70,-4366.600000000008
54,long,2009-10-12,09:05,243.57000000000002,end long,2009-12-09,12:25,240.05700000000002,70,-1545.4600000000023
55,short,2009-12-09,13:35,238.74,end short,2009-12-31,14:30,257.09,70,-7776.999999999985
56,long,2010-01-11,09:05,267.41,end long,2010-01-22,10:10,240.66900000000004,70,-11301.219999999994
57,short,2010-01-27,13:20,235.63,end short,2010-02-19,12:50,250.45900000000003,70,-6298.180000000015
