,StartPos,StartDate,StartTime,EntryPrice,EndPos,EndDate,EndTime,ClosePrice,Slpg,Profit
0,short,2000-01-07,10:25,161.05,end short,2000-01-18,11:20,171.5661,70,-4486.761999999998
1,long,2000-01-18,11:35,171.9,end long,2000-06-30,14:30,211.45000000000002,70,16541.000000000004
2,long,2000-08-10,12:10,211.79999999999998,end long,2000-11-06,09:55,219.02110000000002,70,2962.8620000000146
3,long,2000-11-20,10:25,238.54999999999998,end long,2000-12-14,11:15,220.21970000000002,70,-7768.725999999986
4,short,2001-01-09,13:10,216.0,end short,2001-06-14,14:10,227.69400000000002,70,-4981.480000000007
5,long,2001-06-14,14:15,228.2,end long,2001-06-29,14:30,216.55,70,-4962.999999999991
6,short,2001-09-24,11:35,207.24999999999997,end short,2001-12-31,14:30,195.70000000000002,70,4780.999999999981
7,long,2002-07-01,11:10,206.5,end long,2002-12-31,14:30,222.25,70,6545.0
8,long,2003-01-23,10:10,228.14999999999998,end long,2003-03-18,10:10,235.47635000000002,70,3007.06700000002
9,short,2003-03-18,11:15,234.45,end short,2003-06-30,14:30,235.5,70,-511.0000000000048
10,long,2003-10-10,12:10,242.4,end long,2003-10-30,10:20,231.02759999999998,70,-4846.408000000011
11,long,2003-11-19,10:40,244.05,end long,2003-12-31,13:00,243.2,70,-427.00000000000955
12,long,2004-01-06,09:10,250.45000000000002,end long,2004-02-04,12:35,242.40359999999998,70,-3449.4880000000144
13,long,2004-05-05,13:55,256.1,end long,2004-06-30,14:30,256.8,70,223.99999999999523
14,long,2004-07-01,11:25,262.40000000000003,end long,2004-11-05,10:55,286.90200000000004,70,10220.840000000004
15,long,2005-03-16,10:45,313.8,end long,2005-04-18,12:50,298.9080000000001,70,-6324.639999999974
16,long,2005-07-01,11:50,326.25,end long,2005-07-18,10:15,315.96655,70,-4389.049000000006
17,long,2005-08-10,13:40,334.05,end long,2005-09-07,12:05,347.88045,70,5738.788999999993
18,short,2005-11-15,12:50,309.1,end short,2005-12-05,11:55,313.10955,70,-1754.0109999999959
19,short,2005-12-27,11:15,296.85,end short,2005-12-30,13:00,307.6,70,-4585.0
20,short,2006-02-07,14:20,295.54999999999995,end short,2006-03-15,11:05,308.3278,70,-5436.6760000000295
21,long,2006-04-10,14:15,319.25,end long,2006-06-30,14:30,320.56,70,480.20000000000095
22,short,2006-08-14,10:20,308.04999999999995,end short,2006-12-29,14:30,251.84000000000003,70,23538.199999999968
23,short,2007-01-02,11:35,249.86,end short,2007-01-08,09:05,245.71737,70,1669.9046000000108
24,short,2007-01-09,09:05,239.93,end short,2007-01-09,12:40,243.41894999999997,70,-1535.358999999983
25,short,2007-01-10,10:55,239.29,end short,2007-01-19,10:05,236.69657999999995,70,1019.2364000000157
26,long,2007-05-17,13:15,278.57,end long,2007-05-22,14:25,276.69484,70,-857.5671999999975
27,long,2007-06-04,10:15,281.94,end long,2007-06-08,09:05,279.77163,70,-980.7153999999923
28,long,2007-06-14,10:00,284.85999999999996,end long,2007-06-25,09:05,287.09498,70,868.6916000000269
29,long,2007-07-04,14:15,292.52,end long,2007-12-31,14:30,341.34000000000003,70,20434.40000000002
30,long,2008-01-02,11:15,348.36,end long,2008-01-21,12:45,323.58512,70,-10475.449599999998
31,short,2008-01-22,09:05,319.66999999999996,end short,2008-02-14,10:55,343.35378000000003,70,-10017.18760000003
32,long,2008-02-14,11:05,343.64,end long,2008-03-25,09:40,369.9986,70,11000.61200000001
33,long,2008-04-09,10:35,403.73,end long,2008-06-03,14:30,452.25022,70,20308.4924
34,long,2008-07-02,12:00,492.03000000000003,end long,2008-07-08,09:05,477.9512,70,-5983.096000000024
35,long,2008-07-11,09:05,500.91,end long,2008-07-15,11:05,482.87724000000003,70,-7643.759199999999
36,short,2008-09-15,09:05,353.3,end short,2008-09-17,14:05,360.71448,70,-3184.081599999987
37,short,2008-10-03,09:15,343.67,end short,2008-10-13,09:05,307.39155999999997,70,15166.94480000002
38,short,2008-10-16,09:05,295.65000000000003,end short,2008-10-17,10:50,293.63348,70,776.9384000000059
39,short,2008-10-22,13:00,282.87,end short,2008-10-29,09:05,277.53404,70,2171.1032
40,short,2008-11-12,09:05,265.86,end short,2008-11-24,10:35,251.74800000000005,70,5857.039999999986
41,short,2008-11-28,11:30,242.29,end short,2008-12-08,09:50,225.49576,70,6983.580800000001
42,short,2008-12-10,10:50,215.19,end short,2008-12-10,12:10,222.77108,70,-3254.053600000006
43,short,2008-12-10,14:25,213.20000000000002,end short,2008-12-11,09:30,220.87520000000004,70,-3293.5840000000076
44,short,2008-12-18,14:30,211.22,end short,2008-12-29,09:05,200.8804,70,4272.631999999996
45,short,2009-02-17,09:55,192.82999999999998,end short,2009-03-19,09:05,204.60000000000002,70,-5013.400000000016
46,long,2009-03-23,12:05,220.14999999999998,end long,2009-04-27,09:05,200.691,70,-8242.77999999999
47,long,2009-05-20,14:30,223.63,end long,2009-06-30,14:30,241.7,70,7519.399999999997
48,short,2009-07-07,09:05,225.11,end short,2009-07-21,09:05,232.87,70,-3329.199999999996
49,long,2009-08-03,09:15,248.20000000000002,end long,2009-09-02,09:05,231.50699999999998,70,-7081.060000000017
50,short,2009-09-04,09:05,229.07000000000002,end short,2009-10-13,09:05,246.136,70,-7237.719999999989
51,long,2009-10-13,09:10,246.76999999999998,end long,2009-12-09,12:25,240.05700000000002,70,-2889.4599999999855
52,short,2009-12-09,13:35,238.74,end short,2009-12-31,14:30,257.09,70,-7776.999999999985
53,long,2010-01-11,09:05,267.41,end long,2010-01-22,10:10,240.66900000000004,70,-11301.219999999994
54,short,2010-01-27,13:20,235.63,end short,2010-02-19,12:50,250.45900000000003,70,-6298.180000000015
55,long,2010-03-31,09:05,258.75,end long,2010-05-07,10:05,247.41000000000003,70,-4832.799999999989
56,short,2010-05-17,09:15,243.48999999999998,end short,2010-06-15,14:10,244.98100000000002,70,-696.2200000000178
57,short,2010-07-01,10:05,230.62999999999997,end short,2010-07-07,10:50,233.10816,70,-1110.827200000013
58,long,2010-08-02,09:05,246.76,end long,2010-08-10,09:05,245.93976,70,-414.5007999999933
59,short,2010-08-12,14:25,233.36999999999998,end short,2010-08-26,09:30,232.70568000000003,70,209.01439999997763
60,long,2010-09-13,09:30,244.48,end long,2010-09-17,11:55,238.44743999999997,70,-2603.6752000000074
61,long,2010-09-20,11:15,246.64000000000001,end long,2010-09-23,09:05,239.28959999999998,70,-3157.168000000015
62,long,2010-09-29,11:40,247.8,end long,2010-10-07,13:15,254.1,70,2575.9999999999927
63,long,2010-11-04,09:05,265.08,end long,2010-11-12,12:15,263.84776,70,-587.5407999999959
64,long,2010-12-03,11:50,273.82,end long,2010-12-31,14:30,278.76,70,2004.7999999999993
65,long,2011-01-03,09:05,282.55,end long,2011-01-04,12:25,273.20115,70,-3996.5170000000116
