0,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200
0.005,0.097680016,0.111524822,0.111757179,0.183165012,0.173858196,0.249722662,0.254753437,0.351181285,0.404820804,0.352062158,0.354030836,0.422187484,0.53434727,0.484827451,0.528604046,0.616293255,0.633020462,0.612194127,0.675837958,0.731858836,0.81190355,0.856020801,0.89950323,0.990372916,0.986169867,1.01169939,0.872163061,1.026260337,1.06383435,1.11138185,1.166817277,1.164789997,1.158858434,1.168317305,1.122442766,1.102288149,1.167797768,1.117102596,1.137132522,1.219165588,1.193194108,1.202345971,1.291993578,1.373842924,1.392760713,1.585130467,1.670074759,1.756249843,1.824700594,1.824700594,1.900922235,1.936361123,1.918764386,1.923790108,2.04009898,1.958528884,2.027588723,2.015591712,2.190318361,2.267215977,2.232521299,2.232521299,2.232521299,2.120878511,2.020244236,2.230400899,2.241892279,2.037678337,2.00766496,1.992918206,2.022483351,2.140724189,2.140724189,2.067535368,1.981654984,1.870345511,1.986987128,2.043007581,2.107104581,2.107104581,2.178900644,2.178900644,2.178900644,2.297048907,2.288145422
0.006,0.368069882,0.378347092,0.443414324,0.499265019,0.42775189,0.560098869,0.49646339,0.618973521,0.736821132,0.668233578,0.692217608,0.770176405,0.890560438,0.835822526,0.834034528,0.922247512,0.957922154,0.946875849,1.040065809,1.065496316,1.124718702,1.19977715,1.257955556,1.364372942,1.319945286,1.372578148,1.28762516,1.432206677,1.462907439,1.4333495,1.538767821,1.556019172,1.556425715,1.544570691,1.481456668,1.455012944,1.557437047,1.489893412,1.530849543,1.665683112,1.629738532,1.648714195,1.744821139,1.888626061,2.007666692,2.184436638,2.272319238,2.423566159,2.555797236,2.555797236,2.509749356,2.575233277,2.550189755,2.481898489,2.38652447,2.299071061,2.406683194,2.392091064,2.559898878,2.681925041,2.639620163,2.639620163,2.639620163,2.504041198,2.38243885,2.687317811,2.718009709,2.461537455,2.424119726,2.450379695,2.502927812,2.690307967,2.690307967,2.593497755,2.518084185,2.341207633,2.524474105,2.61568228,2.719982184,2.719982184,2.839677187,2.839677187,2.839677187,2.748006417,2.736854428
0.007,0.612240646,0.709563926,0.710101988,0.868344303,0.721706104,0.896192811,0.821172265,1.06022786,1.171723017,1.115893371,1.076621498,1.169624686,1.290594674,1.217272214,1.307624865,1.418482473,1.476203514,1.470231825,1.669087102,1.666576653,1.718037731,1.866119286,1.943176045,2.160015803,2.193730058,2.22022067,2.085292427,2.315915793,2.309143315,2.270191871,2.390250907,2.456302978,2.472165049,2.465554051,2.46610951,2.415575855,2.645956738,2.655141783,2.621872124,2.950396987,2.873251994,2.821557949,3.055251412,3.441695932,3.416587936,3.692236418,3.553138268,3.898543276,4.183586401,4.183586401,4.049110028,4.080901179,4.031883943,3.899534856,3.846599568,3.776925594,3.933747292,3.903887077,4.086877868,4.316447961,4.300113661,4.300113661,4.300113661,4.01774363,3.774036316,4.221198915,4.238910128,3.821428318,3.749741922,3.599418094,3.718964077,4.127332552,4.127332552,3.943835841,3.859600635,3.589805078,3.353223017,3.516241142,3.70505203,3.70505203,3.929017345,3.929017345,3.929017345,3.955685764,3.936136821
0.008,1.17282668,1.1821765,1.159751655,1.415968472,1.195726733,1.450338898,1.294343913,1.362792786,1.559701251,1.42563599,1.458001492,1.706234192,1.93509466,1.824502688,2.082648263,2.226747542,2.352362108,2.36537504,2.700782504,2.914825288,2.886438131,3.255909325,3.469681512,3.702610494,3.83247256,3.944653521,3.318379274,3.647866426,3.434691036,3.231112322,3.518846386,3.70314909,3.761054243,3.776844412,3.797564669,3.701155754,4.215781982,4.268475997,3.963805487,4.429309742,4.284459172,4.188565622,4.046125471,4.302341192,4.343735596,4.576151058,4.474112448,4.843308037,4.932245312,4.932245312,4.765213799,4.807225804,4.745053489,4.577847065,4.516497185,4.562384438,4.467884325,4.432217037,4.686440642,4.956468854,4.93873038,4.93873038,4.93873038,4.799599837,4.741949795,4.860216935,4.886105056,4.774130935,4.756392461,4.731394811,4.769387667,4.879218389,4.879218389,4.838198166,4.827142958,4.711842873,4.638949568,4.691975781,4.748327959,4.748327959,4.809842032,4.809842032,4.809842032,4.774365083,4.769930464
0.009,1.330974962,1.427688492,1.424296496,1.775620494,1.450328495,1.845190799,1.665871328,1.632122443,1.84951838,1.777275049,1.874912564,2.083230204,2.309784348,2.174525733,2.557680669,2.781808669,2.822248847,2.868002133,3.074103164,3.404087626,3.416659226,3.979676571,4.342893144,4.759498122,4.926988106,5.031678018,4.318166389,4.499701162,4.257627942,4.227449512,4.508408514,4.887091146,4.562011047,4.622530406,4.678684271,4.544347927,4.895323186,5.006483309,4.614363438,5.30464701,5.110520778,4.982896048,4.794631747,5.201545262,5.264257346,5.621549697,5.56573932,6.036784873,6.073600307,6.073600307,5.83891015,5.896811968,5.809211637,5.575362855,5.498171797,5.610719181,5.473228133,5.423307408,5.828907472,6.268075139,6.246484524,6.246484524,6.246484524,6.069016238,5.99884674,6.159666413,6.199275925,6.06298517,6.041394555,6.028002256,6.082500117,6.233454498,6.233454498,6.183526202,6.104384903,5.964045907,5.867324901,5.939877913,6.016479165,6.016479165,6.100384792,6.100384792,6.100384792,6.057203563,6.051805909
0.01,1.521997665,1.736489897,1.83274769,2.434613633,2.0970693,2.558262399,2.32442187,2.337073633,2.781153853,2.693429801,2.765123569,2.9330881,3.105654101,2.912891406,3.589267432,4.016546053,4.112287101,3.949315627,4.404038059,4.555110641,4.551714942,4.907680923,4.909208359,4.976921276,4.961594204,5.096735988,4.841509361,5.063760178,5.244967634,5.144204657,5.428288937,6.298061657,6.195508666,6.160229201,6.595267658,6.56398952,6.335895609,6.429326745,5.965098704,6.026131735,5.945368175,5.78659002,5.7219596,5.620131636,5.448280387,5.851394484,6.179470533,6.206585006,6.250774637,6.250774637,5.925347843,5.9900398,5.902810412,5.6697592,5.593424088,5.743963143,5.61126666,5.560860701,6.020275789,6.52492873,6.50333384,6.50333384,6.50333384,6.31770506,6.247521665,6.425245815,6.472964225,6.336646478,6.315051587,6.318693926,6.381458575,6.549718765,6.549718765,6.49978058,6.428724392,6.288357603,6.268247361,6.264198319,6.348827796,6.348827796,6.441784802,6.441784802,6.441784802,6.398595021,6.393196298
0.011,1.399560557,1.639250458,1.441139494,1.979159999,1.75946578,2.308620968,1.929225544,1.974019607,2.26688369,2.218920787,2.329973017,2.355294019,2.504557843,2.361161186,2.895721352,3.228435506,3.309357126,3.031514842,3.396584805,3.540444296,3.655525318,4.248584289,4.282336622,4.35673194,4.348833172,4.488532927,4.271768847,4.481654031,4.651871967,4.578916846,4.512278822,5.19334542,5.19548482,5.099328186,5.431329118,5.405478293,5.14645099,5.299492297,4.935293342,5.043897862,4.982568376,4.867400453,4.816849071,4.771302684,4.654778607,4.997943902,5.262919101,5.291796348,5.336015896,5.336015896,5.088477528,5.150210652,5.084746247,4.908645499,4.846296663,4.98251328,4.895000836,4.856228405,5.248896275,5.589629166,5.571129225,5.571129225,5.571129225,5.485566995,5.425442185,5.511726298,5.559545795,5.442764914,5.424264973,5.362320616,5.423162684,5.582108015,5.582108015,5.5393269,5.485394175,5.365144555,5.347928047,5.344459308,5.423824443,5.423824443,5.511198896,5.511198896,5.511198896,5.474199013,5.469574027
0.012,1.684117726,2.13234739,1.925421314,2.927091247,2.614442182,3.202196817,2.358011261,2.547258261,2.827652333,2.79437592,2.807487541,2.627467898,2.838156421,2.66878759,3.403306904,3.888783624,3.624876769,3.303716821,3.820241324,3.884956652,3.838724751,4.178484974,4.146565614,4.23035018,4.228187503,4.388558552,4.180689747,4.410216863,4.603218009,4.539397521,4.40072559,5.119116689,5.128640502,5.034873382,5.388785026,5.363327406,5.242823376,5.259140289,4.934340272,5.02224177,4.961920789,4.84874141,4.798966263,4.767320208,4.65837167,4.947123329,5.239321866,5.273986835,5.324818653,5.324818653,5.07859764,5.14672165,5.081544738,4.906190714,4.844088663,5.008333316,4.926410022,4.88739535,5.318890567,5.703915735,5.685186817,5.685186817,5.685186817,5.59856557,5.537696586,5.530673241,5.586110527,5.467884231,5.449155312,5.394243685,5.462999104,5.638894862,5.638894862,5.595584238,5.548009664,5.426271696,5.408853802,5.40534213,5.492639178,5.492639178,5.58893079,5.58893079,5.58893079,5.551472954,5.546790724
0.013,1.735544033,2.264999631,2.122622677,3.491828584,2.905236069,3.712591723,2.703851512,2.754361273,2.830906748,2.825911205,2.632399188,2.485669358,2.705155742,2.36562299,3.020056979,3.450417697,3.23537002,2.970035922,3.471197961,3.716693035,3.794278409,4.156789831,4.136591174,4.230342529,4.233558522,4.419016034,4.213717381,4.143526747,4.338808796,4.289384598,4.169337437,4.868805586,4.885362868,4.799459633,5.14384829,5.120037,5.092978717,5.023607306,4.729653067,4.826349317,4.77085851,4.667800458,4.621679546,4.517442827,4.426737345,4.71384867,5.005292471,5.043723664,5.098309322,5.098309322,4.871572817,4.942509012,4.882682895,4.72140253,4.663066261,4.839055911,4.771263687,4.734976753,4.757255664,5.096198905,5.07951761,5.07951761,5.07951761,5.002366619,4.94815241,4.941896924,4.997531059,4.892230383,4.875549088,4.833587637,4.90120353,5.07121373,5.07121373,5.032638235,4.996522536,4.888094117,4.872590938,4.869463195,4.953405905,4.953405905,5.046149042,5.046149042,5.046149042,5.012786451,5.008616127
0.014,1.664049046,2.113569099,2.055658866,3.295445654,2.811855336,3.420348218,2.834323766,2.586365377,2.426219104,2.441143811,2.143121964,2.045176519,2.23012879,2.099102873,2.491153733,2.832814571,2.675006566,2.476790926,2.903867498,3.122634955,3.341356791,3.884653595,3.799496684,3.9000142,3.908093207,4.100057507,3.910226292,3.828441168,3.731854303,3.701545658,3.608186117,4.207188343,4.23019687,4.157936499,4.447680186,4.426573392,4.402588398,4.332216523,4.044071301,4.212749748,4.166509878,4.083942482,4.044718339,3.971319307,3.907580957,4.16103583,4.413931083,4.45344285,4.508206732,4.508206732,4.320277759,4.389808035,4.340905262,4.208581546,4.157651568,4.319622937,4.275782639,4.245695548,4.272462431,4.575596552,4.560483179,4.560483179,4.560483179,4.490583829,4.441465367,4.435797852,4.49187237,4.396469203,4.38135583,4.34963223,4.416670745,4.582791903,4.582791903,4.547842228,4.52079055,4.422553625,4.40851708,4.405683323,4.487344025,4.487344025,4.577693029,4.577693029,4.577693029,4.547466283,4.543687939
0.015,1.37350645,1.835050205,1.758076024,2.898277075,2.535955378,3.135164196,2.427986334,2.268657146,2.01632872,2.041808849,1.822237,1.751697822,1.919340543,1.809683111,2.154700227,2.453112304,2.324767532,2.161890082,2.556982144,2.767594836,2.98467262,3.407649423,3.344488165,3.44542198,3.457152379,3.637554183,3.473579151,3.413728902,3.335321534,3.317768861,3.243101139,3.776380824,3.803730829,3.741238313,3.99549025,3.976579898,3.955090863,3.903847773,3.709521429,3.815515893,3.775769894,3.706854581,3.67263054,3.619691939,3.573959167,3.805142649,4.033493103,4.073792367,4.128576021,4.128576021,3.967521829,4.035748862,3.994257201,3.881635993,3.836316071,3.990088148,3.962118007,3.936283607,3.966330508,4.246061017,4.232278021,4.232278021,4.232278021,4.168531665,4.123736928,4.118568304,4.174877299,4.087872137,4.074089141,4.050897815,4.117304576,4.27982907,4.27982907,4.247955891,4.143721985,4.054132511,4.041340168,4.038755857,4.118342608,4.118342608,4.206504967,4.206504967,4.206504967,4.178938975,4.175493226
