,StartPos,StartDate,StartTime,EntryPrice,EndPos,EndDate,EndTime,ClosePrice,Slpg,Profit
0,long,2012-01-12,09:35,244.28,end long,2012-04-09,10:25,272.60688,91,11806.289599999995
1,short,2012-05-17,12:20,237.55,end short,2012-06-29,09:05,220.92000000000002,91,6893.5999999999985
2,long,2012-07-12,13:35,245.77,end long,2012-07-25,09:05,246.20508,91,91.73359999999968
3,long,2012-08-01,13:00,259.99,end long,2012-09-17,13:55,282.21959999999996,91,9245.431999999979
4,long,2012-10-09,12:20,298.46,end long,2012-10-16,14:20,283.59419999999994,91,-6334.636000000015
5,short,2012-10-19,12:20,269.76,end short,2012-10-29,09:30,272.28916,91,-1153.247199999996
6,long,2012-12-20,13:40,281.75,end long,2012-12-31,14:30,282.03000000000003,91,26.600000000012415
7,long,2013-01-02,09:05,286.46,end long,2013-02-27,10:45,304.53552,91,7500.718400000017
8,short,2013-03-19,12:20,292.72999999999996,end short,2013-05-03,10:55,271.65796,91,8759.256799999983
9,short,2013-06-21,10:20,264.54,end short,2013-06-28,14:30,262.15000000000003,91,912.7999999999943
10,long,2013-07-08,09:15,282.13,end long,2013-07-31,09:25,290.92224,91,3601.740799999997
11,short,2013-09-17,09:05,277.15999999999997,end short,2013-10-10,12:40,280.27384,91,-1398.8128000000163
12,short,2013-10-23,14:25,265.69,end short,2013-11-12,10:20,274.23535999999996,91,-3680.051199999983
13,long,2013-11-14,11:55,282.46000000000004,end long,2013-12-31,14:30,291.29999999999995,91,3621.7999999999656
14,short,2014-01-14,09:05,273.66,end short,2014-02-07,13:20,284.74484,91,-4746.632799999994
15,long,2014-02-18,09:35,294.7,end long,2014-03-18,09:10,282.05843999999996,91,-5400.455200000011
16,short,2014-04-02,09:05,278.60999999999996,end short,2014-04-08,12:45,292.09832000000006,91,-5756.094400000043
17,long,2014-04-11,09:20,297.89,end long,2014-05-05,11:50,288.14459999999997,91,-4184.0680000000075
18,long,2014-06-12,09:05,305.33000000000004,end long,2014-06-30,14:30,307.14,91,669.1999999999771
19,short,2014-07-15,10:15,291.42,end short,2014-12-31,14:30,179.13,91,47070.80000000001
20,short,2015-01-05,09:05,169.79,end short,2015-01-14,14:30,166.34709,91,1355.022199999993
21,long,2015-02-13,09:50,191.49,end long,2015-02-19,09:25,179.27336000000003,91,-5221.988799999994
22,long,2015-02-25,13:45,192.72,end long,2015-03-10,09:25,188.36923,91,-1918.3234000000048
23,long,2015-04-23,09:05,199.56,end long,2015-05-27,14:20,197.8375,91,-814.4499999999986
24,long,2015-06-09,14:10,213.05999999999997,end long,2015-06-22,12:35,207.02647000000002,91,-2625.0825999999815
25,short,2015-08-21,09:05,163.05,end short,2015-08-27,12:10,159.29477999999997,91,1486.1924000000154
26,short,2015-11-16,09:05,149.94,end short,2015-11-19,09:50,157.22973,91,-3152.6865999999964
27,short,2015-12-22,09:05,148.0,end short,2015-12-24,09:05,155.89539,91,-3407.0637999999967
28,short,2016-01-06,10:35,145.14000000000001,end short,2016-01-22,09:25,137.34112,91,3184.5296000000108
29,short,2016-01-27,09:05,128.85,end short,2016-01-28,09:05,136.26648,91,-3205.921600000003
30,short,2016-02-02,09:05,126.63,end short,2016-02-04,09:20,131.14864,91,-1988.828800000002
31,short,2016-02-08,12:20,122.69000000000001,end short,2016-02-12,09:05,123.5836,91,-466.3119999999967
32,long,2016-12-20,09:05,164.85,end long,2016-12-30,14:30,171.21,91,2580.2000000000057
33,long,2017-01-03,09:05,174.41,end long,2017-01-03,14:30,165.86208,91,-3681.126400000002
34,short,2017-04-27,09:05,132.41,end short,2017-05-10,11:45,130.8162,91,578.3959999999947
35,short,2017-06-14,10:45,122.9,end short,2017-06-27,10:40,123.43116,91,-314.08719999999994
36,long,2017-07-27,12:30,144.42,end long,2017-08-07,09:05,143.23418999999998,91,-589.0402000000015
37,long,2017-08-28,09:05,151.46,end long,2017-09-01,10:00,161.42676,91,4095.0391999999974
38,long,2017-10-26,13:40,169.26000000000002,end long,2017-11-14,10:30,174.60465,91,2153.752999999989
39,long,2018-01-11,10:05,182.95999999999998,end long,2018-01-30,09:55,185.2752,91,881.3840000000138
40,short,2018-02-13,09:05,162.87,end short,2018-02-14,13:25,168.08184,91,-2279.9727999999977
41,long,2018-04-30,12:35,191.84,end long,2018-05-01,10:55,186.69816,91,-2250.572800000001
42,long,2018-05-09,09:05,193.42,end long,2018-05-25,09:05,199.56287999999998,91,2489.009599999996
43,long,2018-10-01,11:50,206.36,end long,2018-10-04,13:35,203.29379999999998,91,-1378.8040000000158
44,short,2018-10-24,14:30,176.29,end short,2018-10-26,11:40,176.00388,91,29.170399999992696
45,short,2018-10-31,14:10,170.74,end short,2018-11-12,09:05,158.90824,91,4878.339200000001
46,short,2018-11-13,09:25,154.4,end short,2018-11-14,10:05,152.64772000000002,91,644.9575999999936
47,short,2018-11-20,09:10,148.18,end short,2018-11-21,09:05,146.34608,91,679.2464000000026
48,short,2018-11-23,09:05,134.73999999999998,end short,2018-11-26,09:20,137.07352,91,-1071.078400000009
49,short,2018-12-18,11:00,132.63,end short,2018-12-19,10:25,134.98668,91,-1080.8056000000047
50,short,2018-12-20,11:30,130.82,end short,2018-12-21,14:20,129.0654,91,645.9319999999925
51,short,2018-12-24,12:25,125.34,end short,2018-12-26,09:40,124.67584000000002,91,187.9471999999921
52,long,2019-04-10,10:35,186.04,end long,2019-05-02,12:00,185.16888,91,-456.87039999999604
53,short,2019-09-03,09:05,153.55,end short,2019-09-04,11:20,160.34055999999998,91,-2943.0351999999875
54,long,2019-11-22,09:05,185.64000000000001,end long,2019-11-29,11:40,176.17236,91,-4067.4088000000074
55,long,2019-12-19,10:30,185.79000000000002,end long,2019-12-31,14:30,184.17,91,-771.4000000000138
