,StartQuarter,ChannelLength,Stop Percent
0,2012-01-01,5500,0.052
1,2012-07-01,2200,0.052
2,2013-01-01,2200,0.052
3,2013-07-01,2200,0.052
4,2014-01-01,2300,0.052
5,2014-07-01,2100,0.068
6,2015-01-01,2200,0.069
7,2015-07-01,9600,0.059
8,2016-01-01,8500,0.064
9,2016-07-01,9200,0.06
10,2017-01-01,9200,0.052
11,2017-07-01,4000,0.043
12,2018-01-01,4000,0.032
13,2018-07-01,9300,0.028
14,2019-01-01,7800,0.051
15,2019-07-01,5900,0.051
