,StartPos,StartDate,StartTime,EntryPrice,EndPos,EndDate,EndTime,ClosePrice,Slpg,Profit
0,long,2012-01-12,09:35,244.28,end long,2012-03-30,14:30,276.28,91,13348.999999999987
1,long,2012-04-03,09:10,286.68,end long,2012-04-09,10:25,272.60688,91,-6001.710400000007
2,short,2012-05-30,09:40,237.11,end short,2012-06-29,09:05,220.92000000000002,91,6708.799999999999
3,long,2012-08-15,12:55,281.92,end long,2012-09-17,13:55,282.21959999999996,91,34.831999999975324
4,long,2012-10-09,12:20,298.46,end long,2012-10-17,10:35,282.99589999999995,91,-6585.922000000013
5,short,2012-10-19,12:20,269.76,end short,2012-11-06,13:35,272.80682,91,-1370.6644000000106
6,long,2012-12-03,09:05,280.46999999999997,end long,2012-12-06,10:45,265.77869999999996,91,-6261.346000000005
7,long,2012-12-20,13:40,281.75,end long,2012-12-31,14:30,282.03000000000003,91,26.600000000012415
8,long,2013-01-28,11:30,299.52,end long,2013-02-27,10:45,304.53552,91,2015.5184000000158
9,short,2013-04-03,09:05,288.24,end short,2013-05-03,13:30,271.91619000000003,91,6765.000199999991
10,short,2013-06-21,10:20,264.54,end short,2013-06-28,14:30,262.15000000000003,91,912.7999999999943
11,long,2013-07-08,09:15,282.13,end long,2013-07-31,09:25,290.92224,91,3601.740799999997
12,short,2013-09-17,09:05,277.15999999999997,end short,2013-09-30,14:30,272.40999999999997,91,1904.0
13,short,2013-10-01,09:05,269.47,end short,2013-10-10,12:40,280.27384,91,-4628.612799999992
14,short,2013-10-23,14:25,265.69,end short,2013-11-12,10:20,274.23535999999996,91,-3680.051199999983
15,long,2013-11-14,11:55,282.46000000000004,end long,2013-12-31,14:30,291.29999999999995,91,3621.7999999999656
16,short,2014-01-14,09:05,273.66,end short,2014-02-07,13:20,284.74484,91,-4746.632799999994
17,long,2014-02-14,14:20,292.4,end long,2014-03-18,09:10,282.05843999999996,91,-4434.455200000007
18,short,2014-04-02,09:05,278.60999999999996,end short,2014-04-08,12:45,292.09832000000006,91,-5756.094400000043
