,StartQuarter,ChannelLength,Stop Percent
0,2012-01-01,9400,0.061
1,2012-07-01,4300,0.059
2,2013-01-01,1100,0.052
3,2013-07-01,2400,0.052
4,2014-01-01,2200,0.052
5,2014-07-01,2100,0.07
6,2015-01-01,3800,0.059
7,2015-07-01,2800,0.061
8,2016-01-01,3000,0.059
9,2016-07-01,9300,0.059
10,2017-01-01,9400,0.059
11,2017-07-01,9500,0.059
12,2018-01-01,9200,0.047
13,2018-07-01,4000,0.032
14,2019-01-01,8600,0.045
15,2019-07-01,8300,0.051
