,StartQuarter,ChannelLength,Stop Percent
0,2012-01-01,7700,0.088
1,2013-01-01,2300,0.053
2,2014-01-01,2400,0.052
3,2015-01-01,2100,0.061
4,2016-01-01,2900,0.059
5,2017-01-01,9200,0.059
6,2018-01-01,8000,0.052
7,2019-01-01,8800,0.032
